,birthday,name,description,deathday,uri
250,,瞿秉淵,秉淵字鏡之，瞿鏞次子。（来源：《明清著名藏书家藏书印》）,,http://data.library.sh.cn/entity/person/bh57qxtx0en36pix
251,,瞿秉清,字濬之  瞿鏞五子。（来源：《明清著名藏书家藏书印》）,,http://data.library.sh.cn/entity/person/nunwtsw9fm6aovf1
252,1772,瞿紹基,紹基（1772—1836）字厚培，别字蔭棠。瞿氏祖上因經商致富，及紹基父進思好讀書，曾授「州同知」銜。紹基自幼力學工文，然屢試不第，僅以明經當了幾天陽湖縣訓導，旋即歸隱古里村，廣購四部之書，旁及金石。嘉慶道光間，恰值常熟城中陳氏稽瑞樓和張氏愛日精廬書先後散出，紹基又遴選其宋元善本爲世珍者，增置插架，由此奠定了瞿氏藏書的基礎。（来源：《明清著名藏书家藏书印》）,1836,http://data.library.sh.cn/entity/person/62j1b1ryff2na8yy
253,1794,瞿鏞,"瞿鏞（1794—1846）字子雍，江苏常熟古里人，瞿紹基之子，贡生，曾署宝山（今属上海市）县学训导，几年即辞归。
瞿鏞好金石文字，旁及鼎彝古印書畫，嘗得鐵琴一張、銅劍一把，因别稱其樓爲「鐵琴銅劍樓」。咸豐年間，長洲汪氏藝芸書舍藏書散出，藝芸書舍之藏源於黄丕烈士禮居，多宋元舊槧，其中精品多爲瞿鏞所得，餘歸楊氏海源閣。此處值得一辨的是，許多藏書史資料均言及恬裕齋因避清光緒載恬之諱而於同治末年（1874）改稱敦裕堂，而後又改名鐵琴銅劍樓，似有誤。瞿鏞另稱其樓爲鐵琴銅劍樓，有其詩集名《鐵琴銅劍樓詩草》和詞集名《鐵琴銅劍樓詞草》爲證，至於同治末年改名事，距瞿鏞謝世已近三十年，當與瞿鏞無關。（来源：《明清著名藏书家藏书印》）",1846,http://data.library.sh.cn/entity/person/687jm7bdp7mosigb
254,1919,石魯,现代中国画家，长安画派主要创始人。1934年考入成都东方美术专科学校图画系，系统学习传统绘画。因崇拜清初大画家石涛和现代革命家、文学家鲁迅而改名“石鲁”。抗战爆发，投身革命行列。1944年调入陕甘宁边区文协美术工作委员会任创作员。中华人民共和国成立后，先后担任西北美协副主任、《西北画报》社社长、西安美协副主席、中国画研究院院务委员、陕西美协主席、陕西书协主席、陕西国画院名誉院长等职。精于山水、人物、花鸟，为“长安画派”的再度兴旺不懈努力。其绘画犷率、硬朗，有“黑、重、怪、野”之喻。山水画惊心动魄，高亢激昂。华山天险、黄河咆啸，表现得淋漓尽致。挺拔的松柏，冷峻的兰梅，用笔犀利，如刀刻刃勒，墨色酣畅，痛快沉着。著有画论《石鲁学画录》等。（来源：《上图古籍数据库》）,1982,http://data.library.sh.cn/entity/person/dnb80mv4l4247zyq
255,,祁承㸁,"祁承㸁（1563—1628）字爾光，號夷度，一號曠翁，明山陰人。萬曆三十二年（1604）進士，官至江西右參政。祁承㸁出身於書香門第，祖父祁清的淡泊名利的情懷對他的人生道路有很大影響。樓名「澹生」，即在表示繼承其祖父淡泊人生的高尚品格；而名其園爲「曠園」，並自號「曠翁」，亦在表示其神怡心曠、無往不適的豁達胸襟。清全祖望《曠亭記》説祁承㸁「治曠園於梅里，有澹生堂，其藏書之庫也；有曠亭，則游息之所也；有東書堂，其讀書之所也。」又説他「精於汲古。其所鈔書，多世人所未見，校勘精覈，紙墨俱潔净」。
爲了管理好藏書，祁承㸁曾手撰《澹生堂藏書約》。《藏書約》除序文自述讀書、藏書經歷外，正文分爲「聚書訓」、「藏書訓略」、「讀書訓」三部分，分别對圖書采訪、分類典藏和古人讀書事例作了全面而深入的論述，因此被譽爲我國最早的圖書館藏書建設理論著作。萬曆四十八年（1602），祁承㸁對藏書進行了一次全面的整理，並根據整理過程寫出了《庚申整書略例四則》，其中提出了對我國圖書館學的分類編目理論有相當影響的「因」、「益」、「通」、「互」四字分類原則。作爲對理論的實踐，祁承㸁在其藏書目録《澹生堂書目》中，采用了「分析著録」和「互見著録」的方法，是目在我國古典目録學史上有一定地位。（来源：《明清著名藏书家藏书印》）",,http://data.library.sh.cn/entity/person/57w74qpah7ssx0mw
256,1625,祁理孫,字奕慶，祁承㸁孫，祁彪佳子，編有《奕慶藏書樓書目》（来源：《明清著名藏书家藏书印》）,1675,http://data.library.sh.cn/entity/person/2d6mkjovg5gmx5ke
257,1594,祁豸佳,明末清初画家。祁彪佳从兄，熹宗天启七年（1627）举人，以教谕迁吏部司务。明亡后，当局礼聘，却之，与董瑒、王雨谦、陈洪绶、罗坤等结“云门十子”社，日与老衲蒲团相对，谈世外烟霞，间呼伶人奏丝竹，亲执管和之。后隐于梅市，以书画自给。萧山周行系、蔡玉林从之游?，周传其书?，蔡传其画，皆有声于时。工书擅画，能篆刻，能诗文。书法学董其昌，山水宗董源、惠崇、沈周等，擅仿诸家山水，尤爱用巨然法，笔墨淋漓。间作花卉，亦多逸致，诗文词皆有致，至于歌、弈、图章、百戏俱擅。康熙八年（1669）作《山水图》。（来源：《上图古籍数据库》）,1683后,http://data.library.sh.cn/entity/person/mgetwc2gobymphfv
258,1460,祝允明,祝允明（1460—1527）字希哲，号枝山，因右手有六指，自号“枝指生”，又署枝山老樵、枝指山人等。汉族，长洲（今江苏苏州）人。他家学渊源，能诗文，工书法，特别是其狂草颇受世人赞誉，流传有“唐伯虎的画，祝枝山的字”之说。祝枝山所书写的“六体书诗赋卷”、“草书杜甫诗卷”、“古诗十九首”、“草书唐人诗卷”及“草书诗翰卷”等都是传世墨迹的精品。并与唐寅、文徵明、徐祯卿齐名，明历称其为“吴中四才子”之一。由于与唐寅遭际与共，情性相投，民间流传着两人的种种趣事。（来源：《上图古籍数据库》）,1526,http://data.library.sh.cn/entity/person/pzme4meff4yrucgh
259,1565,程嘉燧,程嘉燧（1565～1643）明代书画家、诗人。字孟阳，号松圆、偈庵，又号松圆老人、松圆道人、偈庵居士、偈庵老人、偈庵道人。晚年皈依佛教，释名海能。休宁（今属安徽）人，应试无所得，侨居嘉定，折节读书，工诗善画，通晓音律，与同里娄坚、唐时升，并称“练川三老”。谢三宾合三人及李流芳诗文，刻为《嘉定四先生集》，有《浪淘集》。（来源：《上图古籍数据库》）,1643,http://data.library.sh.cn/entity/person/61demkm65a6w8rvh
260,1796,程庭鷺,程庭鹭，出生于1796年，清代时期书法家。（来源：《上图古籍数据库》）,1859,http://data.library.sh.cn/entity/person/8sjbwebgfyfdus5v
261,,程楨義,清道光年间鉴藏家。收藏书画甚富。（来源：《上图古籍数据库》）,,http://data.library.sh.cn/entity/person/00a0z33rx2zaou2v
262,1604,程正揆,程正揆（1604～1676）中国明末清初画家，书法家。字端伯，号鞠陵，别号清溪道人。湖北孝感市孝昌县人。明时任翰林院编修、尚宝司卿，入清又任工部右侍郎，后罢官，居南京，从事诗文书画创作。擅山水，师法黄公望、沈周，笔墨枯劲简老，设色浓湛，结构随意自然。书法擅楷书、行书，师法李邕、颜真卿，结体平正中寓奇险，丰韵萧然。论画主张“画贵简，不贵繁”，主张既师造化又重传统，富有见地。其画颇为时人所重，与石鳛并称二溪。有《江山卧游图》等传世。平生所作诗文题跋，卒后由其子程大皋辑为《青溪遗稿》28卷。（来源：《上图古籍数据库》）,1676,http://data.library.sh.cn/entity/person/3lj0l8zziz01q0cy
263,1725,程瑤田,程瑶田（1725～1814）清代著名学者、徽派朴学代表人物之一。字易田，一字易畴，号让堂，安徽歙县人。与戴震同师事事江永。精通训诂，提倡“用实物以整理史料”，开启了传统史料学同博物考古相结合的研究路径。在数学、天文、地理、生物、农业种植、水利、兵器、农器、文字、音韵等领域，程皆有深入研究，堪称一代通儒。著有《通艺录》、《释虫小记》、《释草小记》等。（来源：《上图古籍数据库》）,1814,http://data.library.sh.cn/entity/person/oiphyhhwe217eiyc
264,1804,章綬銜,清书画家、藏书家。贡生。工诗擅画，精于鉴别，家藏书画甚富。著有《磨兜坚室书室录》、《磨兜坚室诗抄》。（来源：《上图古籍数据库》）,1875,http://data.library.sh.cn/entity/person/8t37uldj4najlifg
265,1865,章鈺,"章珏（1865—1937）字式之，一字堅孟，又字茗理，别署蟄存、充隱、鷗邊等，晚號霜根老人。清長洲（今江蘇蘇州）人。光緒二十九年（1903）進士，官刑部主事；光緒三十三年，入端方幕中，曾任京師圖書館纂修等職；辛亥革命後退居天津，以校書爲業；民國三年（1914）應聘爲清史館纂修，又講學「崇化學會」十餘年。
章珏早年家境貧困，直到他在光緒十五年（1889）中了舉人，家境有所好轉之後才開始藏書。章珏深知自己的藏書來之不易，故當其所藏達到十二篋時，便在篋面標以清嘉慶間著名藏書家陳鱣的藏書印文「得此書，費辛苦，後之人，其鑒我」十二字。陳鱣此印在藏書史上十分有名，凡珍秘之本，必與另一肖像並鈐書上。章珏最大的成就在於校書，尤其進入民國以後，每日丹黄不倦，據統計，章氏一生手抄、手校之書多達一萬五千卷，爲近代校勘史上除傅增湘以外最大的一位校讎家。如果考慮到年壽及生活條件等因素，章珏的校書精神，未必讓於傅增湘。
章珏藏書將近五十年，四當齋所藏共三千餘部，七萬餘卷，雖無法與動輒數十萬卷的大藏書家相頡頏，但多抄本、校本，别是一種珍貴。章珏故世後，其遺孀王丹芬將藏書全部捐贈給曾就讀的燕京大學。一九三八年，業師顧起潛（廷龍）先生爲編《章氏四當齋藏書目》三卷行世。（来源：《明清著名藏书家藏书印》）",1937,http://data.library.sh.cn/entity/person/ocvtxlgourpj3qtw
266,1874,童大年,童大年（1874～1955），原名暠，字醒盦，又字心安，一作心龛，号性涵、松君五子，又号金鳌十二峰松下第五童子，所居曰安居、依古庐、雪峰片石草庐，上海崇明人。流寓杭州，后居上海。（来源：《上图古籍数据库》）,1955,http://data.library.sh.cn/entity/person/5uyvfey1jaxtfg10
267,1861,端方,清鉴藏家。光绪八年（1882）举人，入赀为员外郎，历督湖广、两江、闽浙，光绪三十年（1907）创江南图书馆。宣统元年(1909)调直隶总督，旋坐事劾罢。宣统三年（1911）起为川汉、粤汉铁路督办，入川镇压保路运动，为起义新军所杀。从政之余，喜收集金石图籍。有《匋斋吉金录》、《端忠敏公奏稿》等。（来源：《上图古籍数据库》）,1911,http://data.library.sh.cn/entity/person/e75vq2hlshqukpm7
268,1623,笪重光,笪重光（1623-1692），清朝书画家。字在辛，号君宜，又号蟾光、逸叟、江上外史、郁冈扫叶道人，晚年居茅山学道改名传光、蟾光，亦署逸光，号奉真、始青道人，江苏省句容人。一江苏丹徒人作。顺治九年进士，官御史，巡按江西，以劾明珠去官。罢官归乡，隐居茅山之麓，学导引，读丹书，潜心于道教。卒年七十。笪重光工书善画，与姜宸英、汪士鋐、何焯称四大家。精古文辞。有《书筏》、《画筌》传世。（来源：《上图古籍数据库》）,1692,http://data.library.sh.cn/entity/person/4eh041bt30dhez0s
